Position,Level,Salary
level,2.747,0
level,2.748,0
level,2.749,0
level,2.750,0
level,2.751,0
level,2.752,0
level,2.753,0
level,2.754,0
level,2.755,0
level,2.756,0
level,2.757,0
level,2.758,0
level,2.759,0
level,2.760,0
level,2.761,0
level,2.762,0
level,2.763,0
level,2.764,0
level,2.765,0
level,2.766,0
level,2.767,0
level,2.768,0
level,2.769,0
level,2.770,0
level,2.771,0
level,2.772,0
level,2.773,0
level,2.774,0
level,2.775,0
level,2.776,0
level,2.777,0
level,2.778,0
level,2.779,0
level,2.780,0
level,2.781,0
level,2.782,0
level,2.783,0
level,2.784,0
level,2.785,0
level,2.786,0
level,2.787,0
level,2.788,0
level,2.789,0
level,2.790,0
level,2.791,0
level,2.792,0
level,2.793,0
level,2.794,0
level,2.795,0
level,2.796,0
level,2.797,0
level,2.798,0
level,2.799,0
level,2.800,0
level,2.801,0
level,2.802,0
level,2.803,0
level,2.804,0
level,2.805,0
level,2.806,0
level,2.807,0
level,2.808,0
level,2.809,0
level,2.810,0
level,2.811,0
level,2.812,0
level,2.813,0
level,2.814,0
level,2.815,0
level,2.816,0
level,2.817,0
level,2.818,0
level,2.819,0
level,2.820,0
level,2.821,0
level,2.822,0
level,2.823,0
level,2.824,0
level,2.825,0
level,2.826,0
level,2.827,0
level,2.828,0
level,2.829,0
level,2.830,0
level,2.831,0
level,2.832,0
level,2.833,0
level,2.834,0
level,2.835,0
level,2.836,0
level,2.837,0
level,2.838,0
level,2.839,0
level,2.840,0
level,2.841,0
level,2.842,0
level,2.843,0
level,2.844,0
level,2.845,0
level,2.846,0
level,2.847,0
level,2.848,0
level,2.849,0
level,2.850,0
level,2.851,0
level,2.852,0
level,2.853,0
level,2.854,0
level,2.855,0
level,2.856,0
level,2.857,0
level,2.858,0
level,2.859,0
level,2.860,0
level,2.861,0
level,2.862,0
level,2.863,0
level,2.864,0
level,2.865,0
level,2.866,0
level,2.867,0
level,2.868,0
level,2.869,0
level,2.870,0
level,2.871,0
level,2.872,0
level,2.873,0
level,2.874,0
level,2.875,0
level,2.876,0
level,2.877,0
level,2.878,0
level,2.879,0
level,2.880,0
level,2.881,0
level,2.882,0
level,2.883,0
level,2.884,0
level,2.885,0
level,2.886,0
level,2.887,0
level,2.888,0
level,2.889,0
level,2.890,0
level,2.891,0
level,2.892,0
level,2.893,0
level,2.894,0
level,2.895,0
level,2.896,0
level,2.897,0
level,2.898,0
level,2.899,0
level,2.900,0
level,2.901,0
level,2.902,0
level,2.903,0
level,2.904,0
level,2.905,0
level,2.906,0
level,2.907,0
level,2.908,0
level,2.909,0
level,2.910,0
level,2.911,0
level,2.912,0
level,2.913,0
level,2.914,0
level,2.915,0
level,2.916,0
level,2.917,0
level,2.918,0
level,2.919,0
level,2.920,0
level,2.921,0
level,2.922,0
level,2.923,0
level,2.924,0
level,2.925,0
level,2.926,0
level,2.927,0
level,2.928,0
level,2.929,0
level,2.930,0
level,2.931,0
level,2.932,0
level,2.933,0
level,2.934,0
level,2.935,0
level,2.936,0
level,2.937,0
level,2.938,0
level,2.939,0
level,2.940,0
level,2.941,0
level,2.942,0
level,2.943,0
level,2.944,0
level,2.945,0
level,2.946,0
level,2.947,0
level,2.948,0
level,2.949,0
level,2.950,0
level,2.951,0
level,2.952,0
level,2.953,0
level,2.954,0
level,2.955,0
level,2.956,0
level,2.957,0
level,2.958,0
level,2.959,0
level,2.960,0
level,2.961,0
level,2.962,0
level,2.963,0
level,2.964,0
level,2.965,0
level,2.966,0
level,2.967,0
level,2.968,0
level,2.969,0
level,2.970,0
level,2.971,0
level,2.972,0
level,2.973,0
level,2.974,0
level,2.975,0
level,2.976,0
level,2.977,0
level,2.978,0
level,2.979,0
level,2.980,0
level,2.981,0
level,2.982,0
level,2.983,0
level,2.984,0
level,2.985,0
level,2.986,0
level,2.987,0
level,2.988,0
level,2.989,0
level,2.990,0
level,2.991,0
level,2.992,0
level,2.993,0
level,2.994,0
level,2.995,0
level,2.996,0
level,2.997,0
level,2.998,0
level,2.999,0
level,3.000,0
level,3.001,0
level,3.002,0
level,3.003,0
level,3.004,0
level,3.005,0
level,3.006,0
level,3.007,0
level,3.008,0
level,3.009,0
level,3.010,0
level,3.011,0
level,3.012,0
level,3.013,0
level,3.014,0
level,3.015,0
level,3.016,0
level,3.017,0
level,3.018,0
level,3.019,0
level,3.020,0
level,3.021,0
level,3.022,0
level,3.023,0
level,3.024,0
level,3.025,0
level,3.026,0
level,3.027,0
level,3.028,0
level,3.029,0
level,3.030,0
level,3.031,0
level,3.032,0
level,3.033,0
level,3.034,0
level,3.035,0
level,3.036,0
level,3.037,0
level,3.038,0
level,3.039,0
level,3.040,0
level,3.041,0
level,3.042,0
level,3.043,0
level,3.044,0
level,3.045,0
level,3.046,0
level,3.047,0
level,3.048,0
level,3.049,0
level,3.050,0
level,3.051,0
level,3.052,0
level,3.053,0
level,3.054,0
level,3.055,0
level,3.056,0
level,3.057,0
level,3.058,0
level,3.059,0
level,3.060,0
level,3.061,0
level,3.062,0
level,3.063,0
level,3.064,0
level,3.065,0
level,3.066,0
level,3.067,0
level,3.068,0
level,3.069,0
level,3.070,0
level,3.071,0
level,3.072,0
level,3.073,0
level,3.074,0
level,3.075,0
level,3.076,0
level,3.077,0
level,3.078,0
level,3.079,0
level,3.080,0
level,3.081,0
level,3.082,0
level,3.083,0
level,3.084,0
level,3.085,0
level,3.086,0
level,3.087,0
level,3.088,0
level,3.089,0
level,3.090,0
level,3.091,0
level,3.092,0
level,3.093,0
level,3.094,0
level,3.095,0
level,3.096,0
level,3.097,0
level,3.098,0
level,3.099,0
level,3.100,0
level,3.101,0
level,3.102,0
level,3.103,0
level,3.104,0
level,3.105,0
level,3.106,0
level,3.107,0
level,3.108,0
level,3.109,0
level,3.110,0
level,3.111,0
level,3.112,0
level,3.113,0
level,3.114,0
level,3.115,0
level,3.116,0
level,3.117,0
level,3.118,0
level,3.119,0
level,3.120,0
level,3.121,0
level,3.122,0
level,3.123,0
level,3.124,0
level,3.125,0
level,3.126,0
level,3.127,0
level,3.128,0
level,3.129,0
level,3.130,0
level,3.131,0
level,3.132,0
level,3.133,0
level,3.134,0
level,3.135,0
level,3.136,0
level,3.137,0
level,3.138,0
level,3.139,0
level,3.140,0
level,3.141,0
level,3.142,0
level,3.143,0
level,3.144,0
level,3.145,0
level,3.146,0
level,3.147,0
level,3.148,0
level,3.149,0
level,3.150,0
level,3.151,0
level,3.152,0
level,3.153,0
level,3.154,0
level,3.155,0
level,3.156,0
level,3.157,0
level,3.158,0
level,3.159,0
level,3.160,0
level,3.161,0
level,3.162,0
level,3.163,0
level,3.164,0
level,3.165,0
level,3.166,0
level,3.167,0
level,3.168,0
level,3.169,0
level,3.170,0
level,3.171,0
level,3.172,0
level,3.173,0
level,3.174,0
level,3.175,0
level,3.176,0
level,3.177,0
level,3.178,0
level,3.179,0
level,3.180,0
level,3.181,0
level,3.182,0
level,3.183,0
level,3.184,0
level,3.185,0
level,3.186,0
level,3.187,0
level,3.188,0
level,3.189,0
level,3.190,0
level,3.191,0
level,3.192,0
level,3.193,0
level,3.194,0
level,3.195,0
level,3.196,0
level,3.197,0
level,3.198,0
level,3.199,0
level,3.200,0
level,3.201,0
level,3.202,0
level,3.203,0
level,3.204,0
level,3.205,0
level,3.206,0
level,3.207,0
level,3.208,0
level,3.209,0
level,3.210,0
level,3.211,0
level,3.212,0
level,3.213,0
level,3.214,0
level,3.215,0
level,3.216,0
level,3.217,0
level,3.218,0
level,3.219,0
level,3.220,0
level,3.221,0
level,3.222,0
level,3.223,0
level,3.224,0
level,3.225,0
level,3.226,0
level,3.227,0
level,3.228,0
level,3.229,0
level,3.230,0
level,3.231,0
level,3.232,0
level,3.233,0
level,3.234,0
level,3.235,0
level,3.236,0
level,3.237,0
level,3.238,0
level,3.239,0
level,3.240,0
level,3.241,0
level,3.242,0
level,3.243,0
level,3.244,0
level,3.245,0
level,3.246,0
level,3.247,0
level,3.248,0
level,3.249,0
level,3.250,0
level,3.251,0
level,3.252,0
level,3.253,0
level,3.254,0
level,3.255,0
level,3.256,0
level,3.257,0
level,3.258,0
level,3.259,0
level,3.260,0
level,3.261,0
level,3.262,0
level,3.263,0
level,3.264,0
level,3.265,0
level,3.266,0
level,3.267,0
level,3.268,0
level,3.269,0
level,3.270,0
level,3.271,0
level,3.272,0
level,3.273,0
level,3.274,0
level,3.275,0
level,3.276,0
level,3.277,0
level,3.278,0
level,3.279,0
level,3.280,0
level,3.281,0
level,3.282,0
level,3.283,0
level,3.284,0
level,3.285,0
level,3.286,0
level,3.287,0
level,3.288,0
level,3.289,0
level,3.290,0
level,3.291,0
level,3.292,0
level,3.293,0
level,3.294,0
level,3.295,0
level,3.296,0
level,3.297,0
level,3.298,0
level,3.299,0
level,3.300,0
level,3.301,0
level,3.302,0
level,3.303,0
level,3.304,0
level,3.305,0
level,3.306,0
level,3.307,0
level,3.308,0
level,3.309,0
level,3.310,0
level,3.311,0
level,3.312,0
level,3.313,0
level,3.314,0
level,3.315,0
level,3.316,0
level,3.317,0
level,3.318,0
level,3.319,0
level,3.320,0
level,3.321,0
level,3.322,0
level,3.323,0
level,3.324,0
level,3.325,0
level,3.326,0
level,3.327,0
level,3.328,0
level,3.329,0
level,3.330,0
level,3.331,0
level,3.332,0
level,3.333,0
level,3.334,0
level,3.335,0
level,3.336,0
level,3.337,0
level,3.338,0
level,3.339,0
level,3.340,0
level,3.341,0
level,3.342,0
level,3.343,0
level,3.344,0
level,3.345,0
level,3.346,0
level,3.347,0
level,3.348,0
level,3.349,0
level,3.350,0
level,3.351,0
level,3.352,0
level,3.353,0
level,3.354,0
level,3.355,0
level,3.356,0
level,3.357,0
level,3.358,0
level,3.359,0
level,3.360,0
level,3.361,0
level,3.362,0
level,3.363,0
level,3.364,0
level,3.365,0
level,3.366,0
level,3.367,0
level,3.368,0
level,3.369,0
level,3.370,0
level,3.371,0
level,3.372,0
level,3.373,0
level,3.374,0
level,3.375,0
level,3.376,0
level,3.377,0
level,3.378,0
level,3.379,0
level,3.380,0
level,3.381,0
level,3.382,0
level,3.383,0
level,3.384,0
level,3.385,0
level,3.386,0
level,3.387,0
level,3.388,0
level,3.389,0
level,3.390,0
level,3.391,0
level,3.392,0
level,3.393,0
level,3.394,0
level,3.395,0
level,3.396,0
level,3.397,0
level,3.398,0
level,3.399,0
level,3.400,0
level,3.401,0
level,3.402,0
level,3.403,0
level,3.404,0
level,3.405,0
level,3.406,0
level,3.407,0
level,3.408,0
level,3.409,0
level,3.410,0
level,3.411,0
level,3.412,0
level,3.413,0
level,3.414,0
level,3.415,0
level,3.416,0
level,3.417,0
level,3.418,0
level,3.419,0
level,3.420,0
level,3.421,0
level,3.422,0
level,3.423,0
level,3.424,0
level,3.425,0
level,3.426,0
level,3.427,0
level,3.428,0
level,3.429,0
level,3.430,0
level,3.431,0
level,3.432,0
level,3.433,0
level,3.434,0
level,3.435,0
level,3.436,0
level,3.437,0
level,3.438,0
level,3.439,0
level,3.440,0
level,3.441,0
level,3.442,0
level,3.443,0
level,3.444,0
level,3.445,0
level,3.446,0
level,3.447,0
level,3.448,0
level,3.449,0
level,3.450,0
level,3.451,0
level,3.452,0
level,3.453,0
level,3.454,0
level,3.455,0
level,3.456,0
level,3.457,0
level,3.458,0
level,3.459,0
level,3.460,0
level,3.461,0
level,3.462,0
level,3.463,0
level,3.464,0
level,3.465,0
level,3.466,0
level,3.467,0
level,3.468,0
level,3.469,0
level,3.470,0
level,3.471,0
level,3.472,0
level,3.473,0
level,3.474,0
level,3.475,0
level,3.476,0
level,3.477,0
level,3.478,0
level,3.479,0
level,3.480,0
level,3.481,0
level,3.482,0
level,3.483,0
level,3.484,0
level,3.485,0
level,3.486,0
level,3.487,0
level,3.488,0
level,3.489,0
level,3.490,0
level,3.491,0
level,3.492,0
level,3.493,0
level,3.494,0
level,3.495,0
level,3.496,0
level,3.497,0
level,3.498,0
level,3.499,0
level,3.500,0
level,3.501,0
level,3.502,0
level,3.503,0
level,3.504,0
level,3.505,0
level,3.506,0
level,3.507,0
level,3.508,0
level,3.509,0
level,3.510,0
level,3.511,0
level,3.512,0
level,3.513,0
level,3.514,0
level,3.515,0
level,3.516,0
level,3.517,0
level,3.518,0
level,3.519,0
level,3.520,0
level,3.521,0
level,3.522,0
level,3.523,0
level,3.524,0
level,3.525,0
level,3.526,0
level,3.527,0
level,3.528,0
level,3.529,0
level,3.530,0
level,3.531,0
level,3.532,0
level,3.533,0
level,3.534,0
level,3.535,0
level,3.536,0
level,3.537,0
level,3.538,0
level,3.539,0
level,3.540,0
level,3.541,0
level,3.542,0
level,3.543,0
level,3.544,0
level,3.545,0
level,3.546,0
level,3.547,0
level,3.548,0
level,3.549,0
level,3.550,0
level,3.551,0
level,3.552,0
level,3.553,0
level,3.554,0
level,3.555,0
level,3.556,0
level,3.557,0
level,3.558,0
level,3.559,0
level,3.560,0
level,3.561,0
level,3.562,0
level,3.563,0
level,3.564,0
level,3.565,0
level,3.566,0
level,3.567,0
level,3.568,0
level,3.569,0
level,3.570,0
level,3.571,0
level,3.572,0
level,3.573,0
level,3.574,0
level,3.575,0
level,3.576,0
level,3.577,0
level,3.578,0
level,3.579,0
level,3.580,0
level,3.581,0
level,3.582,0
level,3.583,0
level,3.584,0
level,3.585,0
level,3.586,0
level,3.587,0
level,3.588,0
level,3.589,0
level,3.590,0
level,3.591,0
level,3.592,0
level,3.593,0
level,3.594,0
level,3.595,0
level,3.596,0
level,3.597,0
level,3.598,0
level,3.599,0
level,3.600,0
level,3.601,0
level,3.602,0
level,3.603,0
level,3.604,0
level,3.605,0
level,3.606,0
level,3.607,0
level,3.608,0
level,3.609,0
level,3.610,0
level,3.611,0
level,3.612,0
level,3.613,0
level,3.614,0
level,3.615,0
level,3.616,0
level,3.617,0
level,3.618,0
level,3.619,0
level,3.620,0
level,3.621,0
level,3.622,0
level,3.623,0
level,3.624,0
level,3.625,0
level,3.626,0
level,3.627,0
level,3.628,0
level,3.629,0
level,3.630,0
level,3.631,0
level,3.632,0
level,3.633,0
level,3.634,0
level,3.635,0
level,3.636,0
level,3.637,0
level,3.638,0
level,3.639,0
level,3.640,0
level,3.641,0
level,3.642,0
level,3.643,0
level,3.644,0
level,3.645,0
level,3.646,0
level,3.647,0
level,3.648,0
level,3.649,0
level,3.650,0
level,3.651,0
level,3.652,0
level,3.653,0
level,3.654,0
level,3.655,0
level,3.656,0
level,3.657,0
level,3.658,0
level,3.659,0
level,3.660,0
level,3.661,0
level,3.662,0
level,3.663,0
level,3.664,0
level,3.665,0
level,3.666,0
level,3.667,0
level,3.668,0
level,3.669,0
level,3.670,0
level,3.671,0
level,3.672,0
level,3.673,0
level,3.674,0
level,3.675,0
level,3.676,0
level,3.677,0
level,3.678,0
level,3.679,0
level,3.680,0
level,3.681,0
level,3.682,0
level,3.683,0
level,3.684,0
level,3.685,0
level,3.686,0
level,3.687,0
level,3.688,0
level,3.689,0
level,3.690,0
level,3.691,0
level,3.692,0
level,3.693,0
level,3.694,0
level,3.695,0
level,3.696,0
level,3.697,0
level,3.698,0
level,3.699,0
level,3.700,0
level,3.701,0
level,3.702,0
level,3.703,0
level,3.704,0
level,3.705,0
level,3.706,0
level,3.707,0
level,3.708,0
level,3.709,0
level,3.710,0
level,3.711,0
level,3.712,0
level,3.713,0
level,3.714,0
level,3.715,0
level,3.716,0
level,3.717,0
level,3.718,0
level,3.719,0
level,3.720,0
level,3.721,0
level,3.722,0
level,3.723,0
level,3.724,0
level,3.725,0
level,3.726,0
level,3.727,0
level,3.728,0
level,3.729,0
level,3.730,0
level,3.731,0
level,3.732,0
level,3.733,0
level,3.734,0
level,3.735,0
level,3.736,0
level,3.737,0
level,3.738,0
level,3.739,0
level,3.740,0
level,3.741,0
level,3.742,0
level,3.743,0
level,3.744,0
level,3.745,0
level,3.746,0
level,3.747,0
level,3.748,0
level,3.749,0
level,3.750,0
level,3.751,0
level,3.752,0
level,3.753,0
level,3.754,0
level,3.755,0
level,3.756,0
level,3.757,0
level,3.758,0
level,3.759,0
level,3.760,0
level,3.761,0
level,3.762,0
level,3.763,0
level,3.764,0
level,3.765,0
level,3.766,0
level,3.767,0
level,3.768,0
level,3.769,0
level,3.770,0
level,3.771,0
level,3.772,0
level,3.773,0
level,3.774,0
level,3.775,0
level,3.776,0
level,3.777,0
level,3.778,0
level,3.779,0
level,3.780,0
level,3.781,0
level,3.782,0
level,3.783,0
level,3.784,0
level,3.785,0
level,3.786,0
level,3.787,0
level,3.788,0
level,3.789,0
level,3.790,0
level,3.791,0
level,3.792,0
level,3.793,0
level,3.794,0
level,3.795,0
level,3.796,0
level,3.797,0
level,3.798,0
level,3.799,0
level,3.800,0
level,3.801,0
level,3.802,0
level,3.803,0
level,3.804,0
level,3.805,0
level,3.806,0
level,3.807,0
level,3.808,0
level,3.809,0
level,3.810,0
level,3.811,0
level,3.812,0
level,3.813,0
level,3.814,0
level,3.815,0
level,3.816,0
level,3.817,0
level,3.818,0
level,3.819,0
level,3.820,0
level,3.821,0
level,3.822,0
level,3.823,0
level,3.824,0
level,3.825,0
level,3.826,0
level,3.827,0
level,3.828,0
level,3.829,0
level,3.830,0
level,3.831,0
level,3.832,0
level,3.833,0
level,3.834,0
level,3.835,0
level,3.836,0
level,3.837,0
level,3.838,0
level,3.839,0
level,3.840,0
level,3.841,0
level,3.842,0
level,3.843,0
level,3.844,0
level,3.845,0
level,3.846,0
level,3.847,0
level,3.848,0
level,3.849,0
level,3.850,0
level,3.851,0
level,3.852,0
level,3.853,0
level,3.854,0
level,3.855,0
level,3.856,0
level,3.857,0
level,3.858,0
level,3.859,0
level,3.860,0
level,3.861,0
level,3.862,0
level,3.863,0
level,3.864,0
level,3.865,0
level,3.866,0
level,3.867,0
level,3.868,0
level,3.869,0
level,3.870,0
level,3.871,0
level,3.872,0
level,3.873,0
level,3.874,0
level,3.875,0
level,3.876,0
level,3.877,0
level,3.878,0
level,3.879,0
level,3.880,0
level,3.881,0
level,3.882,0
level,3.883,0
level,3.884,0
level,3.885,0
level,3.886,0
level,3.887,0
level,3.888,0
level,3.889,0
level,3.890,0
level,3.891,0
level,3.892,0
level,3.893,0
level,3.894,0
level,3.895,0
level,3.896,0
level,3.897,0
level,3.898,0
level,3.899,0
level,3.900,0
level,3.901,0
level,3.902,0
level,3.903,0
level,3.904,0
level,3.905,0
level,3.906,0
level,3.907,0
level,3.908,0
level,3.909,0
level,3.910,0
level,3.911,0
level,3.912,0
level,3.913,0
level,3.914,0
level,3.915,0
level,3.916,0
level,3.917,0
level,3.918,0
level,3.919,0
level,3.920,0
level,3.921,0
level,3.922,0
level,3.923,0
level,3.924,0
level,3.925,0
level,3.926,0
level,3.927,0
level,3.928,0
level,3.929,0
level,3.930,0
level,3.931,0
level,3.932,0
level,3.933,0
level,3.934,0
level,3.935,0
level,3.936,0
level,3.937,0
level,3.938,0
level,3.939,0
level,3.940,0
level,3.941,0
level,3.942,0
level,3.943,0
level,3.944,0
level,3.945,0
level,3.946,0
level,3.947,0
level,3.948,0
level,3.949,0
level,3.950,0
level,3.951,0
level,3.952,0
level,3.953,0
level,3.954,0
level,3.955,0
level,3.956,0
level,3.957,0
level,3.958,0
level,3.959,0
level,3.960,0
level,3.961,0
level,3.962,0
level,3.963,0
level,3.964,0
level,3.965,0
level,3.966,0
level,3.967,0
level,3.968,0
level,3.969,0
level,3.970,0
level,3.971,0
level,3.972,0
level,3.973,0
level,3.974,0
level,3.975,0
level,3.976,0
level,3.977,0
level,3.978,0
level,3.979,0
level,3.980,0
level,3.981,0
level,3.982,0
level,3.983,0
level,3.984,0
level,3.985,0
level,3.986,0
level,3.987,0
level,3.988,0
level,3.989,0
level,3.990,0
level,3.991,0
level,3.992,0
level,3.993,0
level,3.994,0
level,3.995,0
level,3.996,0
level,3.997,0
level,3.998,0
level,3.999,0
level,4.000,0
level,4.001,0
level,4.002,0
level,4.003,0
level,4.004,0
level,4.005,0
level,4.006,0
level,4.007,0
level,4.008,0
level,4.009,0
level,4.010,0
level,4.011,0
level,4.012,0
level,4.013,0
level,4.014,0
level,4.015,0
level,4.016,0
level,4.017,0
level,4.018,0
level,4.019,0
level,4.020,0
level,4.021,0
level,4.022,0
level,4.023,0
level,4.024,0
level,4.025,0
level,4.026,0
level,4.027,0
level,4.028,0
level,4.029,0
level,4.030,0
level,4.031,0
level,4.032,0
level,4.033,0
level,4.034,0
level,4.035,0
level,4.036,0
level,4.037,0
level,4.038,0
level,4.039,0
level,4.040,0
level,4.041,0
level,4.042,0
level,4.043,0
level,4.044,0
level,4.045,0
level,4.046,0
level,4.047,0
level,4.048,0
level,4.049,0
level,4.050,0
level,4.051,0
level,4.052,0
level,4.053,0
level,4.054,0
level,4.055,0
level,4.056,0
level,4.057,0
level,4.058,0
level,4.059,0
level,4.060,0
level,4.061,0
level,4.062,0
level,4.063,0
level,4.064,0
level,4.065,0
level,4.066,0
level,4.067,0
level,4.068,0
level,4.069,0
level,4.070,0
level,4.071,0
level,4.072,0
level,4.073,0
level,4.074,0
level,4.075,0
level,4.076,0
level,4.077,0
level,4.078,0
level,4.079,0
level,4.080,0
level,4.081,0
level,4.082,0
level,4.083,0
level,4.084,0
level,4.085,0
level,4.086,0
level,4.087,0
level,4.088,0
level,4.089,0
level,4.090,0
level,4.091,0
level,4.092,0
level,4.093,0
level,4.094,0
level,4.095,0
level,4.096,0
level,4.097,0
level,4.098,0
level,4.099,0
level,4.100,0
level,4.101,0
level,4.102,0
level,4.103,0
level,4.104,0
level,4.105,0
level,4.106,0
level,4.107,0
level,4.108,0
level,4.109,0
level,4.110,0
level,4.111,0
level,4.112,0
level,4.113,0
level,4.114,0
level,4.115,0
level,4.116,0
level,4.117,0
level,4.118,0
level,4.119,0
level,4.120,0
level,4.121,0
level,4.122,0
level,4.123,0
level,4.124,0
level,4.125,0
level,4.126,0
level,4.127,0
level,4.128,0
level,4.129,0
level,4.130,0
level,4.131,0
level,4.132,0
level,4.133,0
level,4.134,0
level,4.135,0
level,4.136,0
level,4.137,0
level,4.138,0
level,4.139,0
level,4.140,0
level,4.141,0
level,4.142,0
level,4.143,0
level,4.144,0
level,4.145,0
level,4.146,0
level,4.147,0
level,4.148,0
level,4.149,0
level,4.150,0
level,4.151,0
level,4.152,0
level,4.153,0
level,4.154,0
level,4.155,0
level,4.156,0
level,4.157,0
level,4.158,0
level,4.159,0
level,4.160,0
level,4.161,0
level,4.162,0
level,4.163,0
level,4.164,0
level,4.165,0
level,4.166,0
level,4.167,0
level,4.168,0
level,4.169,0
level,4.170,0
level,4.171,0
level,4.172,0
level,4.173,0
level,4.174,0
level,4.175,0
level,4.176,0
level,4.177,0
level,4.178,0
level,4.179,0
level,4.180,0
level,4.181,0
level,4.182,0
level,4.183,0
level,4.184,0
level,4.185,0
level,4.186,0
level,4.187,0
level,4.188,0
level,4.189,0
level,4.190,0
level,4.191,0
level,4.192,0
level,4.193,0
level,4.194,0
level,4.195,0
level,4.196,0
level,4.197,0
level,4.198,0
level,4.199,0
level,4.200,0
level,4.201,0
level,4.202,0
level,4.203,0
level,4.204,0
level,4.205,0
level,4.206,0
level,4.207,0
level,4.208,0
level,4.209,0
level,4.210,0
level,4.211,0
level,4.212,0
level,4.213,0
level,4.214,0
level,4.215,0
level,4.216,0
level,4.217,0
level,4.218,0
level,4.219,0
level,4.220,0
level,4.221,0
level,4.222,0
level,4.223,0
level,4.224,0
level,4.225,0
level,4.226,0
level,4.227,0
level,4.228,0
level,4.229,0
level,4.230,0
level,4.231,0
level,4.232,0
level,4.233,0
level,4.234,0
level,4.235,0
level,4.236,0
level,4.237,0
level,4.238,0
level,4.239,0
level,4.240,0
level,4.241,0
level,4.242,0
level,4.243,0
level,4.244,0
level,4.245,0
level,4.246,0
level,4.247,0
level,4.248,0
level,4.249,0
level,4.250,0
level,4.251,0
level,4.252,0
level,4.253,0
level,4.254,0
level,4.255,0
level,4.256,0
level,4.257,0
level,4.258,0
level,4.259,0
level,4.260,0
level,4.261,0
level,4.262,0
level,4.263,0
level,4.264,0
level,4.265,0
level,4.266,0
level,4.267,0
level,4.268,0
level,4.269,0
level,4.270,0
level,4.271,0
level,4.272,0
level,4.273,0
level,4.274,0
level,4.275,0
level,4.276,0
level,4.277,0
level,4.278,0
level,4.279,0
level,4.280,0
level,4.281,0
level,4.282,0
level,4.283,0
level,4.284,0
level,4.285,0
level,4.286,0
level,4.287,0
level,4.288,0
level,4.289,0
level,4.290,0
level,4.291,0
level,4.292,0
level,4.293,0
level,4.294,0
level,4.295,0
level,4.296,0
level,4.297,0
level,4.298,0
level,4.299,0
level,4.300,0
level,4.301,0
level,4.302,0
level,4.303,0
level,4.304,0
level,4.305,0
level,4.306,0
level,4.307,0
level,4.308,0
level,4.309,0
level,4.310,0
level,4.311,0
level,4.312,0
level,4.313,0
level,4.314,0
level,4.315,0
level,4.316,0
level,4.317,0
level,4.318,0
level,4.319,0
level,4.320,0
level,4.321,0
level,4.322,0
level,4.323,0
level,4.324,0
level,4.325,0
level,4.326,0
level,4.327,0
level,4.328,0
level,4.329,0
level,4.330,0
level,4.331,0
level,4.332,0
level,4.333,0
level,4.334,0
level,4.335,0
level,4.336,0
level,4.337,0
level,4.338,0
level,4.339,0
level,4.340,0
level,4.341,0
level,4.342,0
level,4.343,0
level,4.344,0
level,4.345,0
level,4.346,0
level,4.347,0
level,4.348,0
level,4.349,0
level,4.350,0
level,4.351,0
level,4.352,0
level,4.353,0
level,4.354,0
level,4.355,0
level,4.356,0
level,4.357,0
level,4.358,0
level,4.359,0
level,4.360,0
level,4.361,0
level,4.362,0
level,4.363,0
level,4.364,0
level,4.365,0
level,4.366,0
level,4.367,0
level,4.368,0
level,4.369,0
level,4.370,0
level,4.371,0
level,4.372,0
level,4.373,0
level,4.374,0
level,4.375,0
level,4.376,0
level,4.377,0
level,4.378,0
level,4.379,0
level,4.380,0
level,4.381,0
level,4.382,0
level,4.383,0
level,4.384,0
level,4.385,0
level,4.386,0
level,4.387,0
level,4.388,0
level,4.389,0
level,4.390,0
level,4.391,0
level,4.392,0
level,4.393,0
level,4.394,0
level,4.395,0
level,4.396,0
level,4.397,0
level,4.398,0
level,4.399,0
level,4.400,0
level,4.401,0
level,4.402,0
level,4.403,0
level,4.404,0
level,4.405,0
level,4.406,0
level,4.407,0
level,4.408,0
level,4.409,0
level,4.410,0
level,4.411,0
level,4.412,0
level,4.413,0
level,4.414,0
level,4.415,0
level,4.416,0
level,4.417,0
level,4.418,0
level,4.419,0
level,4.420,0
level,4.421,0
level,4.422,0
level,4.423,0
level,4.424,0
level,4.425,0
level,4.426,0
level,4.427,0
level,4.428,0
level,4.429,0
level,4.430,0
level,4.431,0
level,4.432,0
level,4.433,0
level,4.434,0
level,4.435,0
level,4.436,0
level,4.437,0
level,4.438,0
level,4.439,0
level,4.440,0
level,4.441,0
level,4.442,0
level,4.443,0
level,4.444,0
level,4.445,0
level,4.446,0
level,4.447,0
level,4.448,0
level,4.449,0
level,4.450,0
level,4.451,0
level,4.452,0
level,4.453,0
level,4.454,0
level,4.455,0
level,4.456,0
level,4.457,0
level,4.458,0
level,4.459,0
level,4.460,0
level,4.461,0
level,4.462,0
level,4.463,0
level,4.464,0
level,4.465,0
level,4.466,0
level,4.467,0
level,4.468,0
level,4.469,0
level,4.470,0
level,4.471,0
level,4.472,0
level,4.473,0
level,4.474,0
level,4.475,0
level,4.476,0
level,4.477,0
level,4.478,0
level,4.479,0
level,4.480,0
level,4.481,0
level,4.482,0
level,4.483,0
level,4.484,0
level,4.485,0
level,4.486,0
level,4.487,0
level,4.488,0
level,4.489,0
level,4.490,0
level,4.491,0
level,4.492,0
level,4.493,0
level,4.494,0
